"ABS","Àmbit","Indicador","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Santa Coloma de Queralt","Demogràfic","Població assignada de 55-64 anys (n)",231,198,429,485653,501618,987271
"Santa Coloma de Queralt","Demogràfic","Població assignada de 65 anys o més (n)",368,461,829,631736,839322,1471058
"Santa Coloma de Queralt","Demogràfic","Població assignada total (n)",1680,1621,3301,3771014,3882239,7653253
"Santa Eugènia de Berga","Demogràfic","Població assignada de 0-14 anys (n)",1261,1143,2404,563490,531360,1094850
"Santa Eugènia de Berga","Demogràfic","Població assignada de 15-54 anys (n)",4540,4162,8702,2090135,2009939,4100074
"Santa Eugènia de Berga","Demogràfic","Població assignada de 55-64 anys (n)",1270,1236,2506,485653,501618,987271
"Santa Eugènia de Berga","Demogràfic","Població assignada de 65 anys o més (n)",1557,1809,3366,631736,839322,1471058
"Santa Eugènia de Berga","Demogràfic","Població assignada total (n)",8628,8350,16978,3771014,3882239,7653253
"Santa Margarida de Montbui","Demogràfic","Població assignada de 0-14 anys (n)",1018,927,1945,563490,531360,1094850
"Santa Margarida de Montbui","Demogràfic","Població assignada de 15-54 anys (n)",2922,2600,5522,2090135,2009939,4100074
"Santa Margarida de Montbui","Demogràfic","Població assignada de 55-64 anys (n)",645,679,1324,485653,501618,987271
"Santa Margarida de Montbui","Demogràfic","Població assignada de 65 anys o més (n)",805,1031,1836,631736,839322,1471058
"Santa Margarida de Montbui","Demogràfic","Població assignada total (n)",5390,5237,10627,3771014,3882239,7653253
"Santa Perpètua de Mogoda","Demogràfic","Població assignada de 0-14 anys (n)",2024,1847,3871,563490,531360,1094850
"Santa Perpètua de Mogoda","Demogràfic","Població assignada de 15-54 anys (n)",7110,6613,13723,2090135,2009939,4100074
"Santa Perpètua de Mogoda","Demogràfic","Població assignada de 55-64 anys (n)",1552,1571,3123,485653,501618,987271
"Santa Perpètua de Mogoda","Demogràfic","Població assignada de 65 anys o més (n)",1866,2272,4138,631736,839322,1471058
"Santa Perpètua de Mogoda","Demogràfic","Població assignada total (n)",12552,12303,24855,3771014,3882239,7653253
"Sarrià de Ter","Demogràfic","Població assignada de 0-14 anys (n)",1322,1158,2480,563490,531360,1094850
"Sarrià de Ter","Demogràfic","Població assignada de 15-54 anys (n)",3870,3870,7740,2090135,2009939,4100074
"Sarrià de Ter","Demogràfic","Població assignada de 55-64 anys (n)",927,853,1780,485653,501618,987271
"Sarrià de Ter","Demogràfic","Població assignada de 65 anys o més (n)",1049,1276,2325,631736,839322,1471058
"Sarrià de Ter","Demogràfic","Població assignada total (n)",7168,7157,14325,3771014,3882239,7653253
"Seròs","Demogràfic","Població assignada de 0-14 anys (n)",482,464,946,563490,531360,1094850
"Seròs","Demogràfic","Població assignada de 15-54 anys (n)",1999,1418,3417,2090135,2009939,4100074
"Seròs","Demogràfic","Població assignada de 55-64 anys (n)",533,427,960,485653,501618,987271
"Seròs","Demogràfic","Població assignada de 65 anys o més (n)",747,855,1602,631736,839322,1471058
"Seròs","Demogràfic","Població assignada total (n)",3761,3164,6925,3771014,3882239,7653253
"Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 0-14 anys (n)",1754,1683,3437,563490,531360,1094850
"Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 15-54 anys (n)",6447,5941,12388,2090135,2009939,4100074
"Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 55-64 anys (n)",1503,1436,2939,485653,501618,987271
"Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 65 anys o més (n)",1988,2158,4146,631736,839322,1471058
"Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada total (n)",11692,11218,22910,3771014,3882239,7653253
"Sitges","Demogràfic","Població assignada de 0-14 anys (n)",1804,1719,3523,563490,531360,1094850
"Sitges","Demogràfic","Població assignada de 15-54 anys (n)",7148,7145,14293,2090135,2009939,4100074
"Sitges","Demogràfic","Població assignada de 55-64 anys (n)",2078,1861,3939,485653,501618,987271
"Sitges","Demogràfic","Població assignada de 65 anys o més (n)",2332,2969,5301,631736,839322,1471058
"Sitges","Demogràfic","Població assignada total (n)",13362,13694,27056,3771014,3882239,7653253
"Solsonès","Demogràfic","Població assignada de 0-14 anys (n)",1007,908,1915,563490,531360,1094850
"Solsonès","Demogràfic","Població assignada de 15-54 anys (n)",3281,3131,6412,2090135,2009939,4100074
"Solsonès","Demogràfic","Població assignada de 55-64 anys (n)",950,852,1802,485653,501618,987271
"Solsonès","Demogràfic","Població assignada de 65 anys o més (n)",1237,1462,2699,631736,839322,1471058
"Solsonès","Demogràfic","Població assignada total (n)",6475,6353,12828,3771014,3882239,7653253
"Súria","Demogràfic","Població assignada de 0-14 anys (n)",628,592,1220,563490,531360,1094850
"Súria","Demogràfic","Població assignada de 15-54 anys (n)",2158,2025,4183,2090135,2009939,4100074
"Súria","Demogràfic","Població assignada de 55-64 anys (n)",655,648,1303,485653,501618,987271
"Súria","Demogràfic","Població assignada de 65 anys o més (n)",867,1205,2072,631736,839322,1471058
"Súria","Demogràfic","Població assignada total (n)",4308,4470,8778,3771014,3882239,7653253
"Tarragona 01 - Bonavista - La Canonja","Demogràfic","Població assignada de 0-14 anys (n)",1269,1235,2504,563490,531360,1094850
"Tarragona 01 - Bonavista - La Canonja","Demogràfic","Població assignada de 15-54 anys (n)",4197,3903,8100,2090135,2009939,4100074
"Tarragona 01 - Bonavista - La Canonja","Demogràfic","Població assignada de 55-64 anys (n)",945,908,1853,485653,501618,987271
"Tarragona 01 - Bonavista - La Canonja","Demogràfic","Població assignada de 65 anys o més (n)",1047,1290,2337,631736,839322,1471058
"Tarragona 01 - Bonavista - La Canonja","Demogràfic","Població assignada total (n)",7458,7336,14794,3771014,3882239,7653253
"Tarragona 02 - La Granja - Torreforta","Demogràfic","Població assignada de 0-14 anys (n)",2375,2151,4526,563490,531360,1094850
"Tarragona 02 - La Granja - Torreforta","Demogràfic","Població assignada de 15-54 anys (n)",7882,7221,15103,2090135,2009939,4100074
"Tarragona 02 - La Granja - Torreforta","Demogràfic","Població assignada de 55-64 anys (n)",1688,1713,3401,485653,501618,987271
"Tarragona 02 - La Granja - Torreforta","Demogràfic","Població assignada de 65 anys o més (n)",1858,2381,4239,631736,839322,1471058
"Tarragona 02 - La Granja - Torreforta","Demogràfic","Població assignada total (n)",13803,13466,27269,3771014,3882239,7653253
"Tarragona 03 - Jaume I","Demogràfic","Població assignada de 0-14 anys (n)",2478,2480,4958,563490,531360,1094850
"Tarragona 03 - Jaume I","Demogràfic","Població assignada de 15-54 anys (n)",7945,8036,15981,2090135,2009939,4100074
"Tarragona 03 - Jaume I","Demogràfic","Població assignada de 55-64 anys (n)",1848,2192,4040,485653,501618,987271
"Tarragona 03 - Jaume I","Demogràfic","Població assignada de 65 anys o més (n)",2621,3683,6304,631736,839322,1471058
"Tarragona 03 - Jaume I","Demogràfic","Població assignada total (n)",14892,16391,31283,3771014,3882239,7653253
"Tarragona 04","Demogràfic","Població assignada de 0-14 anys (n)",1565,1452,3017,563490,531360,1094850
"Tarragona 04","Demogràfic","Població assignada de 15-54 anys (n)",4284,4432,8716,2090135,2009939,4100074
"Tarragona 04","Demogràfic","Població assignada de 55-64 anys (n)",1132,1142,2274,485653,501618,987271
"Tarragona 04","Demogràfic","Població assignada de 65 anys o més (n)",1416,1639,3055,631736,839322,1471058
"Tarragona 04","Demogràfic","Població assignada total (n)",8397,8665,17062,3771014,3882239,7653253
"Tarragona 05 - Sant Pere i Sant Pau","Demogràfic","Població assignada de 0-14 anys (n)",1371,1240,2611,563490,531360,1094850
"Tarragona 05 - Sant Pere i Sant Pau","Demogràfic","Població assignada de 15-54 anys (n)",4810,4643,9453,2090135,2009939,4100074
"Tarragona 05 - Sant Pere i Sant Pau","Demogràfic","Població assignada de 55-64 anys (n)",981,1075,2056,485653,501618,987271
"Tarragona 05 - Sant Pere i Sant Pau","Demogràfic","Població assignada de 65 anys o més (n)",1203,1465,2668,631736,839322,1471058
"Tarragona 05 - Sant Pere i Sant Pau","Demogràfic","Població assignada total (n)",8365,8423,16788,3771014,3882239,7653253
"Tarragona 06 - Tarragonès","Demogràfic","Població assignada de 0-14 anys (n)",815,785,1600,563490,531360,1094850
"Tarragona 06 - Tarragonès","Demogràfic","Població assignada de 15-54 anys (n)",4453,4302,8755,2090135,2009939,4100074
"Tarragona 06 - Tarragonès","Demogràfic","Població assignada de 55-64 anys (n)",1068,1199,2267,485653,501618,987271
"Tarragona 06 - Tarragonès","Demogràfic","Població assignada de 65 anys o més (n)",1399,2044,3443,631736,839322,1471058
"Tarragona 06 - Tarragonès","Demogràfic","Població assignada total (n)",7735,8330,16065,3771014,3882239,7653253
"Tarragona 07 - Sant Salvador","Demogràfic","Població assignada de 0-14 anys (n)",1089,890,1979,563490,531360,1094850
"Tarragona 07 - Sant Salvador","Demogràfic","Població assignada de 15-54 anys (n)",3185,2948,6133,2090135,2009939,4100074
"Tarragona 07 - Sant Salvador","Demogràfic","Població assignada de 55-64 anys (n)",697,625,1322,485653,501618,987271
"Tarragona 07 - Sant Salvador","Demogràfic","Població assignada de 65 anys o més (n)",689,844,1533,631736,839322,1471058
"Tarragona 07 - Sant Salvador","Demogràfic","Població assignada total (n)",5660,5307,10967,3771014,3882239,7653253
"Tarragona 08 - Muralles","Demogràfic","Població assignada de 0-14 anys (n)",1054,1016,2070,563490,531360,1094850
"Tarragona 08 - Muralles","Demogràfic","Població assignada de 15-54 anys (n)",5190,5457,10647,2090135,2009939,4100074
"Tarragona 08 - Muralles","Demogràfic","Població assignada de 55-64 anys (n)",1123,1281,2404,485653,501618,987271
"Tarragona 08 - Muralles","Demogràfic","Població assignada de 65 anys o més (n)",1641,2366,4007,631736,839322,1471058
"Tarragona 08 - Muralles","Demogràfic","Població assignada total (n)",9008,10120,19128,3771014,3882239,7653253
"Tàrrega","Demogràfic","Població assignada de 0-14 anys (n)",1937,1838,3775,563490,531360,1094850
"Tàrrega","Demogràfic","Població assignada de 15-54 anys (n)",6492,5943,12435,2090135,2009939,4100074
"Tàrrega","Demogràfic","Població assignada de 55-64 anys (n)",1644,1529,3173,485653,501618,987271
"Tàrrega","Demogràfic","Població assignada de 65 anys o més (n)",2046,2592,4638,631736,839322,1471058
"Tàrrega","Demogràfic","Població assignada total (n)",12119,11902,24021,3771014,3882239,7653253
"Terra Alta","Demogràfic","Població assignada de 0-14 anys (n)",642,607,1249,563490,531360,1094850
"Terra Alta","Demogràfic","Població assignada de 15-54 anys (n)",2542,2198,4740,2090135,2009939,4100074
"Terra Alta","Demogràfic","Població assignada de 55-64 anys (n)",811,742,1553,485653,501618,987271
"Terra Alta","Demogràfic","Població assignada de 65 anys o més (n)",1457,1737,3194,631736,839322,1471058
"Terra Alta","Demogràfic","Població assignada total (n)",5452,5284,10736,3771014,3882239,7653253
"Terrassa A - Sant Llàtzer","Demogràfic","Població assignada de 0-14 anys (n)",3433,3297,6730,563490,531360,1094850
"Terrassa A - Sant Llàtzer","Demogràfic","Població assignada de 15-54 anys (n)",11463,11686,23149,2090135,2009939,4100074
"Terrassa A - Sant Llàtzer","Demogràfic","Població assignada de 55-64 anys (n)",2624,2774,5398,485653,501618,987271
"Terrassa A - Sant Llàtzer","Demogràfic","Població assignada de 65 anys o més (n)",3108,4612,7720,631736,839322,1471058
"Terrassa A - Sant Llàtzer","Demogràfic","Població assignada total (n)",20628,22369,42997,3771014,3882239,7653253
"Terrassa B - Est","Demogràfic","Població assignada de 0-14 anys (n)",3034,2862,5896,563490,531360,1094850
"Terrassa B - Est","Demogràfic","Població assignada de 15-54 anys (n)",8536,7680,16216,2090135,2009939,4100074
"Terrassa B - Est","Demogràfic","Població assignada de 55-64 anys (n)",1479,1308,2787,485653,501618,987271
"Terrassa B - Est","Demogràfic","Població assignada de 65 anys o més (n)",1256,1600,2856,631736,839322,1471058
"Terrassa B - Est","Demogràfic","Població assignada total (n)",14305,13450,27755,3771014,3882239,7653253
"Terrassa C - Antoni Creus","Demogràfic","Població assignada de 0-14 anys (n)",951,854,1805,563490,531360,1094850
"Terrassa C - Antoni Creus","Demogràfic","Població assignada de 15-54 anys (n)",2995,2892,5887,2090135,2009939,4100074
"Terrassa C - Antoni Creus","Demogràfic","Població assignada de 55-64 anys (n)",681,693,1374,485653,501618,987271
"Terrassa C - Antoni Creus","Demogràfic","Població assignada de 65 anys o més (n)",894,1133,2027,631736,839322,1471058
"Terrassa C - Antoni Creus","Demogràfic","Població assignada total (n)",5521,5572,11093,3771014,3882239,7653253
"Terrassa D - Oest","Demogràfic","Població assignada de 0-14 anys (n)",2626,2434,5060,563490,531360,1094850
"Terrassa D - Oest","Demogràfic","Població assignada de 15-54 anys (n)",9087,8590,17677,2090135,2009939,4100074
"Terrassa D - Oest","Demogràfic","Població assignada de 55-64 anys (n)",2170,2034,4204,485653,501618,987271
"Terrassa D - Oest","Demogràfic","Població assignada de 65 anys o més (n)",2304,2823,5127,631736,839322,1471058
"Terrassa D - Oest","Demogràfic","Població assignada total (n)",16187,15881,32068,3771014,3882239,7653253
"Terrassa E - Rambla","Demogràfic","Població assignada de 0-14 anys (n)",4586,4237,8823,563490,531360,1094850
"Terrassa E - Rambla","Demogràfic","Població assignada de 15-54 anys (n)",16629,17005,33634,2090135,2009939,4100074
"Terrassa E - Rambla","Demogràfic","Població assignada de 55-64 anys (n)",4122,4528,8650,485653,501618,987271
"Terrassa E - Rambla","Demogràfic","Població assignada de 65 anys o més (n)",5715,7829,13544,631736,839322,1471058
"Terrassa E - Rambla","Demogràfic","Població assignada total (n)",31052,33599,64651,3771014,3882239,7653253
"Terrassa F - Nord","Demogràfic","Població assignada de 0-14 anys (n)",3336,3167,6503,563490,531360,1094850
"Terrassa F - Nord","Demogràfic","Població assignada de 15-54 anys (n)",11947,10980,22927,2090135,2009939,4100074
"Terrassa F - Nord","Demogràfic","Població assignada de 55-64 anys (n)",2861,2887,5748,485653,501618,987271
"Terrassa F - Nord","Demogràfic","Població assignada de 65 anys o més (n)",3186,4049,7235,631736,839322,1471058
"Terrassa F - Nord","Demogràfic","Població assignada total (n)",21330,21083,42413,3771014,3882239,7653253
"Terrassa G - Sud","Demogràfic","Població assignada de 0-14 anys (n)",2000,1807,3807,563490,531360,1094850
"Terrassa G - Sud","Demogràfic","Població assignada de 15-54 anys (n)",6753,6328,13081,2090135,2009939,4100074
"Terrassa G - Sud","Demogràfic","Població assignada de 55-64 anys (n)",1449,1408,2857,485653,501618,987271
"Terrassa G - Sud","Demogràfic","Població assignada de 65 anys o més (n)",1633,2186,3819,631736,839322,1471058
"Terrassa G - Sud","Demogràfic","Població assignada total (n)",11835,11729,23564,3771014,3882239,7653253
"Tona","Demogràfic","Població assignada de 0-14 anys (n)",880,816,1696,563490,531360,1094850
"Tona","Demogràfic","Població assignada de 15-54 anys (n)",3158,2957,6115,2090135,2009939,4100074
"Tona","Demogràfic","Població assignada de 55-64 anys (n)",874,856,1730,485653,501618,987271
"Tona","Demogràfic","Població assignada de 65 anys o més (n)",1052,1299,2351,631736,839322,1471058
"Tona","Demogràfic","Població assignada total (n)",5964,5928,11892,3771014,3882239,7653253
"Tordera","Demogràfic","Població assignada de 0-14 anys (n)",1518,1405,2923,563490,531360,1094850
"Tordera","Demogràfic","Població assignada de 15-54 anys (n)",5035,4683,9718,2090135,2009939,4100074
"Tordera","Demogràfic","Població assignada de 55-64 anys (n)",1117,1127,2244,485653,501618,987271
"Tordera","Demogràfic","Població assignada de 65 anys o més (n)",1524,1800,3324,631736,839322,1471058
"Tordera","Demogràfic","Població assignada total (n)",9194,9015,18209,3771014,3882239,7653253
"Torredembarra","Demogràfic","Població assignada de 0-14 anys (n)",2858,2781,5639,563490,531360,1094850
"Torredembarra","Demogràfic","Població assignada de 15-54 anys (n)",9496,9271,18767,2090135,2009939,4100074
"Torredembarra","Demogràfic","Població assignada de 55-64 anys (n)",2437,2468,4905,485653,501618,987271
"Torredembarra","Demogràfic","Població assignada de 65 anys o més (n)",3498,4199,7697,631736,839322,1471058
"Torredembarra","Demogràfic","Població assignada total (n)",18289,18719,37008,3771014,3882239,7653253
"Torroella de Montgrí","Demogràfic","Població assignada de 0-14 anys (n)",1212,1135,2347,563490,531360,1094850
"Torroella de Montgrí","Demogràfic","Població assignada de 15-54 anys (n)",4286,3740,8026,2090135,2009939,4100074
"Torroella de Montgrí","Demogràfic","Població assignada de 55-64 anys (n)",1136,1021,2157,485653,501618,987271
"Torroella de Montgrí","Demogràfic","Població assignada de 65 anys o més (n)",1415,1560,2975,631736,839322,1471058
"Torroella de Montgrí","Demogràfic","Població assignada total (n)",8049,7456,15505,3771014,3882239,7653253
"Tortosa 01 - Est - El Temple","Demogràfic","Població assignada de 0-14 anys (n)",1483,1415,2898,563490,531360,1094850
"Tortosa 01 - Est - El Temple","Demogràfic","Població assignada de 15-54 anys (n)",5575,5139,10714,2090135,2009939,4100074
"Tortosa 01 - Est - El Temple","Demogràfic","Població assignada de 55-64 anys (n)",1471,1435,2906,485653,501618,987271
"Tortosa 01 - Est - El Temple","Demogràfic","Població assignada de 65 anys o més (n)",1708,2294,4002,631736,839322,1471058
"Tortosa 01 - Est - El Temple","Demogràfic","Població assignada total (n)",10237,10283,20520,3771014,3882239,7653253
"Tortosa 02 - Oest","Demogràfic","Població assignada de 0-14 anys (n)",2031,1927,3958,563490,531360,1094850
"Tortosa 02 - Oest","Demogràfic","Població assignada de 15-54 anys (n)",6837,5990,12827,2090135,2009939,4100074
"Tortosa 02 - Oest","Demogràfic","Població assignada de 55-64 anys (n)",1649,1684,3333,485653,501618,987271
"Tortosa 02 - Oest","Demogràfic","Població assignada de 65 anys o més (n)",2654,3332,5986,631736,839322,1471058
"Tortosa 02 - Oest","Demogràfic","Població assignada total (n)",13171,12933,26104,3771014,3882239,7653253
"Tremp","Demogràfic","Població assignada de 0-14 anys (n)",490,482,972,563490,531360,1094850
"Tremp","Demogràfic","Població assignada de 15-54 anys (n)",1952,1874,3826,2090135,2009939,4100074
"Tremp","Demogràfic","Població assignada de 55-64 anys (n)",634,584,1218,485653,501618,987271
"Tremp","Demogràfic","Població assignada de 65 anys o més (n)",910,1124,2034,631736,839322,1471058
"Tremp","Demogràfic","Població assignada total (n)",3986,4064,8050,3771014,3882239,7653253
"Ulldecona","Demogràfic","Població assignada de 0-14 anys (n)",821,782,1603,563490,531360,1094850
"Ulldecona","Demogràfic","Població assignada de 15-54 anys (n)",3207,2792,5999,2090135,2009939,4100074
"Ulldecona","Demogràfic","Població assignada de 55-64 anys (n)",800,769,1569,485653,501618,987271
"Ulldecona","Demogràfic","Població assignada de 65 anys o més (n)",1155,1326,2481,631736,839322,1471058
"Ulldecona","Demogràfic","Població assignada total (n)",5983,5669,11652,3771014,3882239,7653253
"Vall del Tenes","Demogràfic","Població assignada de 0-14 anys (n)",2648,2539,5187,563490,531360,1094850
"Vall del Tenes","Demogràfic","Població assignada de 15-54 anys (n)",10156,9485,19641,2090135,2009939,4100074
"Vall del Tenes","Demogràfic","Població assignada de 55-64 anys (n)",2506,2445,4951,485653,501618,987271
"Vall del Tenes","Demogràfic","Població assignada de 65 anys o més (n)",3012,3319,6331,631736,839322,1471058
"Vall del Tenes","Demogràfic","Població assignada total (n)",18322,17788,36110,3771014,3882239,7653253
"Vallirana","Demogràfic","Població assignada de 0-14 anys (n)",1825,1683,3508,563490,531360,1094850
"Vallirana","Demogràfic","Població assignada de 15-54 anys (n)",6048,5860,11908,2090135,2009939,4100074
"Vallirana","Demogràfic","Població assignada de 55-64 anys (n)",1416,1435,2851,485653,501618,987271
"Vallirana","Demogràfic","Població assignada de 65 anys o més (n)",1826,2188,4014,631736,839322,1471058
"Vallirana","Demogràfic","Població assignada total (n)",11115,11166,22281,3771014,3882239,7653253
"Valls Urbà","Demogràfic","Població assignada de 0-14 anys (n)",2084,2052,4136,563490,531360,1094850
"Valls Urbà","Demogràfic","Població assignada de 15-54 anys (n)",7434,6687,14121,2090135,2009939,4100074
"Valls Urbà","Demogràfic","Població assignada de 55-64 anys (n)",1921,1805,3726,485653,501618,987271
"Valls Urbà","Demogràfic","Població assignada de 65 anys o més (n)",2227,2856,5083,631736,839322,1471058
"Valls Urbà","Demogràfic","Població assignada total (n)",13666,13400,27066,3771014,3882239,7653253
"Vandellòs i l'Hospitalet de l'Infant","Demogràfic","Població assignada de 0-14 anys (n)",515,486,1001,563490,531360,1094850
"Vandellòs i l'Hospitalet de l'Infant","Demogràfic","Població assignada de 15-54 anys (n)",1721,1632,3353,2090135,2009939,4100074
"Vandellòs i l'Hospitalet de l'Infant","Demogràfic","Població assignada de 55-64 anys (n)",420,431,851,485653,501618,987271
"Vandellòs i l'Hospitalet de l'Infant","Demogràfic","Població assignada de 65 anys o més (n)",553,669,1222,631736,839322,1471058
"Vandellòs i l'Hospitalet de l'Infant","Demogràfic","Població assignada total (n)",3209,3218,6427,3771014,3882239,7653253
"Vic 01 - Nord","Demogràfic","Població assignada de 0-14 anys (n)",2408,2286,4694,563490,531360,1094850
"Vic 01 - Nord","Demogràfic","Població assignada de 15-54 anys (n)",7906,7230,15136,2090135,2009939,4100074
"Vic 01 - Nord","Demogràfic","Població assignada de 55-64 anys (n)",1667,1730,3397,485653,501618,987271
"Vic 01 - Nord","Demogràfic","Població assignada de 65 anys o més (n)",1995,2876,4871,631736,839322,1471058
"Vic 01 - Nord","Demogràfic","Població assignada total (n)",13976,14122,28098,3771014,3882239,7653253
"Vic 02 - Sud - El Remei","Demogràfic","Població assignada de 0-14 anys (n)",2404,2170,4574,563490,531360,1094850
"Vic 02 - Sud - El Remei","Demogràfic","Població assignada de 15-54 anys (n)",8614,6972,15586,2090135,2009939,4100074
